W.Length,Tumor beforePDT 1,Tumor beforePDT 1,Tumor beforePDT 1,Tumor beforePDT 1,Tumor beforePDT 1,Tumor beforePDT 1,Tumor beforePDT 1,Tumor beforePDT 1,Tumor beforePDT 2,Tumor beforePDT 2,Tumor beforePDT 2,Tumor beforePDT 2,Tumor edge beforePDT,Tumor edge beforePDT,Tumor edge beforePDT,Tumor edge beforePDT,Tumor edge beforePDT,doctor's hand (norm),doctor's hand (norm),doctor's hand (norm),TumorAFTER PDT,TumorAFTER PDT,TumorAFTER PDT,TumorAFTER PDT,TumorAFTER PDT,TumorAFTER PDT,TumorAFTER PDT,TumorAFTER PDT,TumorAFTER PDT,TumorAFTER PDT,TumorAFTER PDT,TumorAFTER PDT,Tumor edge AFTER PDT,Tumor edge AFTER PDT,Tumor edge AFTER PDT,doctor's hand (norm),doctor's hand (norm),doctor's hand (norm)
370.5333333,-108.7966376,-108.7769966,-110.6808281,-111.162699,-109.1360764,-108.2008549,-109.1041,-110.0353757,-106.6706364,-111.1962154,-106.9128325,-110.9034682,-111.7192781,-115.1304454,-116.2672658,-116.7574098,-115.4883417,-113.2668883,-113.2664934,-110.6414861,-46.89969725,-45.5723363,-51.26617403,-46.43177327,-46.90986384,-49.69231565,-50.38428969,-47.80466672,-47.80466672,-49.94901894,-47.67718673,-49.3381101,-39.70753304,-40.03934492,-38.71591986,-32.41891105,-35.02573355,-36.67034736
370.8444444,-108.9335543,-108.9763085,-110.3187461,-110.4273422,-108.2913452,-108.1100145,-109.2845725,-110.894887,-106.3751195,-110.8607803,-105.9492014,-110.0016814,-111.7751994,-114.6399918,-115.9747854,-116.182147,-114.2984267,-112.9419944,-112.5036891,-111.0276262,-47.33710615,-45.303597,-51.15531492,-46.02210156,-46.48535083,-48.96324436,-50.09896782,-47.61358134,-47.61358134,-49.84596602,-47.01114092,-49.26376217,-39.50145528,-40.16803078,-38.78753018,-32.20216845,-35.06763893,-36.28091141
371.1555556,-109.0990774,-109.3001937,-109.9396117,-109.8187148,-107.5940753,-108.1182051,-109.4949442,-111.8791891,-106.0894714,-110.4003933,-105.3989249,-108.9663377,-111.8405422,-114.1600767,-115.6989353,-115.6431856,-113.2091919,-112.700857,-111.707912,-111.5268188,-47.80289657,-45.22562488,-50.94157936,-45.7201426,-46.33473322,-48.31657353,-49.89318037,-47.55059567,-47.55059567,-49.69205719,-46.6093977,-49.29765616,-39.26063354,-40.02222522,-38.79361674,-32.01686792,-35.15698555,-36.03722987
371.4666667,-109.1947883,-109.7172775,-109.5731503,-109.3300735,-107.140552,-108.2322577,-109.7132301,-112.8572028,-105.8626379,-109.8621306,-105.2651696,-107.8813597,-111.8601096,-113.7109718,-115.4066127,-115.186762,-112.275817,-112.5629456,-111.0074419,-112.0853056,-48.24298321,-45.33465087,-50.63738551,-45.51173768,-46.45919727,-47.80863144,-49.77191147,-47.61209571,-47.61209571,-49.54173149,-46.51515101,-49.42985573,-38.98434489,-39.61045696,-38.73432999,-31.8978565,-35.26507727,-35.98189578
371.7777778,-109.1185031,-110.1515165,-109.2439785,-108.9408371,-106.9785618,-108.4453981,-109.8977127,-113.693236,-105.7073133,-109.3004689,-105.465286,-106.8292694,-111.7935091,-113.2983752,-115.053394,-114.8299251,-111.5213337,-112.5201521,-110.4966196,-112.6363337,-48.60654812,-45.59587718,-50.26942108,-45.37877248,-46.81700053,-47.47159283,-49.72735466,-47.76696694,-47.76696694,-49.44881388,-46.72583585,-49.63131441,-38.68494531,-38.9960246,-38.6232682,-31.86126898,-35.34577214,-36.11778738
372.0888889,-108.7981068,-110.5008317,-108.9690168,-108.6292059,-107.1004409,-108.7403235,-109.9973522,-114.2726095,-105.6027184,-108.7694512,-105.8587646,-105.8832156,-111.6249914,-112.9175116,-114.5961696,-114.5645512,-110.9444885,-112.5446052,-110.2228597,-113.1134814,-48.8546916,-45.95072886,-49.87871638,-45.3074325,-47.33093661,-47.30961517,-49.74159551,-47.96452898,-47.96452898,-49.45160755,-47.1902178,-49.85798813,-38.38866718,-38.28268881,-38.48565059,-31.90157978,-35.34758941,-36.40777801
372.4,-108.2183534,-110.6629868,-108.7564911,-108.3825416,-107.4468995,-109.0927579,-109.9655348,-114.5237418,-105.5063582,-108.3147399,-106.286589,-105.1007878,-111.3659297,-112.5601209,-114.0070825,-114.3673683,-110.5324754,-112.6007688,-110.1846878,-113.463695,-48.96676516,-46.32863765,-49.51740562,-45.29303618,-47.90263357,-47.29994181,-49.78882035,-48.14631129,-48.14631129,-49.56109906,-47.8151841,-50.05944959,-38.13164921,-37.5901327,-38.35408744,-31.99423111,-35.22698459,-36.78163909
372.7111111,-107.4316343,-110.5608376,-108.605511,-108.2017207,-107.9196463,-109.4734034,-109.7721734,-114.4302166,-105.3697737,-107.9660703,-106.6108829,-104.5192087,-111.0487966,-112.2208134,-113.2843467,-114.2110986,-110.2727626,-112.656652,-110.3384069,-113.6561702,-48.94292349,-46.66044487,-49.24171889,-45.33988482,-48.43046942,-47.39836113,-49.83717022,-48.25862906,-48.25862906,-49.75531344,-48.48150771,-50.18988184,-37.95163429,-37.02514505,-38.2622753,-32.10276376,-34.95906414,-37.14867513
373.0222222,-106.5482588,-110.159564,-108.5053234,-108.0977138,-108.3994085,-109.8472342,-109.4098737,-114.0289716,-105.1526988,-107.7308131,-106.7443372,-104.1516161,-110.7141728,-111.8996262,-112.4562114,-114.0719258,-110.159037,-112.6897134,-110.6095901,-113.6845427,-48.80232846,-46.8902632,-49.10189113,-45.45617573,-48.82703532,-47.54774998,-49.85091362,-48.26291603,-48.26291603,-49.98148859,-49.06566063,-50.21843469,-37.87724853,-36.6557264,-38.23748548,-32.18834139,-34.54301381,-37.41371819
373.3333333,-105.7079511,-109.4712841,-108.4340462,-108.0813951,-108.7655538,-110.1707107,-108.8921389,-113.3947959,-104.8313481,-107.5897226,-106.6624482,-103.9846735,-110.3947386,-111.5992989,-111.5763335,-113.9304891,-110.1889425,-112.6854129,-110.9057575,-113.5619904,-48.57753642,-46.98327981,-49.13086076,-45.64568452,-49.03232656,-47.68811393,-49.79374318,-48.14160665,-48.14160665,-50.16595028,-49.46316456,-50.13595201,-37.91780734,-36.49471503,-38.29326712,-32.21916757,-34.00126102,-37.49368219
373.6444444,-105.0401962,-108.5466082,-108.3576408,-108.150173,-108.9140349,-110.3890483,-108.2446228,-112.6155511,-104.3992274,-107.4962674,-106.3969856,-103.9783583,-110.1015339,-111.318196,-110.7115268,-113.7667326,-110.354812,-112.6295073,-111.1279283,-113.3111243,-48.30659372,-46.92829152,-49.33446807,-45.89913335,-49.02012178,-47.76653903,-49.63364283,-47.89876585,-47.89876585,-50.22976688,-49.60843087,-49.95605932,-38.05681937,-36.49720128,-38.42414713,-32.17758638,-33.37330393,-37.33195775
373.9555556,-104.6249361,-107.4568479,-108.2306379,-108.2765914,-108.7714183,-110.4364817,-107.4931606,-111.7655756,-103.8618585,-107.3809031,-106.0146856,-104.0690968,-109.8174941,-111.042023,-109.9253914,-113.5519883,-110.6317298,-112.4979756,-111.1805065,-112.9522255,-48.02495775,-46.73531073,-49.68602227,-46.18852623,-48.79693313,-47.74569084,-49.34904663,-47.55620052,-47.55620052,-50.10685828,-49.48673167,-49.71026055,-38.25164578,-36.5725284,-38.60406434,-32.06347621,-32.70661565,-36.90843601
374.2666667,-104.4656611,-106.2734068,-108.000257,-108.4039663,-108.3038797,-110.2420581,-106.6537093,-110.8855334,-103.2290638,-107.1610407,-105.5892525,-104.177165,-109.5013227,-110.7386167,-109.2628295,-113.243438,-110.9688312,-112.249868,-110.980316,-112.4939329,-47.75935149,-46.42987469,-50.12743398,-46.46708001,-48.39488841,-47.60982054,-48.93519002,-47.14696999,-47.14696999,-49.76054518,-49.13570526,-49.43851659,-38.44026287,-36.60796344,-38.78969304,-31.89360966,-32.04763431,-36.24374208
374.5777778,-104.4838337,-105.0514518,-107.6148539,-108.4522998,-107.5209187,-109.7418555,-105.7288403,-109.9751794,-102.5091711,-106.7562569,-105.1761762,-104.2184021,-109.1016291,-110.3595882,-108.7403739,-112.7857847,-111.2891295,-111.8278236,-110.4659951,-111.9297154,-47.52502638,-46.04633601,-50.57769276,-46.67583346,-47.86134162,-47.36757542,-48.4089614,-46.70867885,-46.70867885,-49.19472174,-48.63618937,-49.17817848,-38.55416081,-36.49813241,-38.92872101,-31.69763916,-31.43543884,-35.39717108
374.8888889,-104.5376527,-103.8231513,-107.0362056,-108.3346069,-106.4740229,-108.8961019,-104.7131337,-109.0015787,-101.7084395,-106.1067218,-104.7982845,-104.1189946,-108.5778447,-109.8504725,-108.345542,-112.122531,-111.5004631,-111.1685843,-109.60823,-111.2416055,-47.32682244,-45.62223748,-50.94763174,-46.75598395,-47.24848776,-47.0512301,-47.81046261,-46.2785589,-46.2785589,-48.45688974,-48.09458784,-48.95465603,-38.53461652,-36.1728353,-38.97177042,-31.51202603,-30.8994822,-34.45871015
375.2,-104.4610637,-102.6022133,-106.2534163,-107.9802934,-105.2506867,-107.7072817,-103.6064524,-107.920426,-100.8366055,-105.1913176,-104.4459414,-103.8307938,-107.9218048,-109.1679202,-108.0455807,-111.2154557,-111.516234,-110.2222665,-108.4198463,-110.4102984,-47.16320275,-45.19499513,-51.15814444,-46.66406241,-46.60568334,-46.71227772,-47.19999131,-45.89128788,-45.89128788,-47.63199737,-47.6208066,-48.77663275,-38.34842273,-35.6162773,-38.8853632,-31.37343773,-30.46116247,-33.53630077
375.5111111,-104.1127563,-101.3973669,-105.2948246,-107.3594535,-103.9642809,-106.2338343,-102.4307671,-106.7037734,-99.91659974,-104.0410427,-104.0907154,-103.3438095,-107.1729425,-108.2994068,-107.8028835,-110.0670241,-111.2807654,-108.975606,-106.9632504,-109.4285873,-47.03148918,-44.80088265,-51.15781599,-46.38581508,-45.97579772,-46.41369634,-46.65018145,-45.57915426,-45.57915426,-46.82802486,-47.30661154,-48.63715465,-37.9989952,-34.87295988,-38.66256645,-31.31292629,-30.13761978,-32.74009729
375.8222222,-103.4215148,-100.2291963,-104.2337896,-106.5008284,-102.7405008,-104.5941654,-101.2441652,-105.3650981,-98.9942694,-102.7434809,-103.7068068,-102.6925598,-106.4212343,-107.2790629,-107.5920472,-108.7380108,-110.7916865,-107.4720758,-105.3519055,-108.3138667,-46.93215823,-44.47520477,-50.93569174,-45.94454934,-45.39525488,-46.21966825,-46.23431561,-45.37306735,-45.37306735,-46.15612364,-47.20891257,-48.51999496,-37.52970841,-34.03888529,-38.32805172,-31.35172317,-29.94542757,-32.16588989
376.1333333,-102.4147894,-99.14343212,-103.1850159,-105.4972016,-101.7016025,-102.9575772,-100.1457042,-103.9730444,-98.14323756,-101.4355508,-103.2919944,-101.9539904,-105.7951618,-106.1933615,-107.4127981,-107.3526374,-110.1116796,-105.8215707,-103.7429605,-107.1155047,-46.87041951,-44.25199225,-50.5257801,-45.40085061,-44.89606593,-46.18405434,-46.01298994,-45.30247062,-45.30247062,-45.70942978,-47.34112074,-48.40896008,-37.01811921,-33.24044423,-37.93538978,-31.49894788,-29.90203729,-31.8800656
376.4444444,-101.2216806,-98.2148868,-102.2901057,-104.4950261,-100.9502936,-101.5219905,-99.26705589,-102.6483216,-97.46116731,-100.284255,-102.8800969,-101.2365155,-105.4362088,-105.172731,-107.2941646,-106.0863164,-109.3643743,-104.1944953,-102.3199038,-105.9142389,-46.85430376,-44.16177368,-50.00171804,-44.84274759,-44.50757529,-46.33941458,-46.02201012,-45.39265138,-45.39265138,-45.54512098,-47.67376085,-48.29683136,-36.56197392,-32.60640735,-37.55630486,-31.75110915,-30.02385108,-31.90844726
376.7555556,-100.0484971,-97.5393168,-101.6938533,-103.6693105,-100.5557125,-100.4820746,-98.75080502,-101.5432427,-97.0563804,-99.45815682,-102.5398473,-100.6619269,-105.4655779,-104.3691355,-107.2879957,-105.1360001,-108.7135019,-102.7990839,-101.2667709,-104.8129955,-46.88982304,-44.22691741,-49.46238501,-44.36802962,-44.25603474,-46.68865833,-46.26438497,-45.65913927,-45.65913927,-45.67372694,-48.14346829,-48.19076865,-36.25997404,-32.24004483,-37.26387018,-32.09307307,-30.32126537,-32.23102595
377.0666667,-99.13266668,-97.21459713,-101.5156552,-103.1890415,-100.5441127,-99.99448074,-98.71966431,-100.8087412,-97.02712149,-99.09502769,-102.3596707,-100.3438311,-105.9516202,-103.9241108,-107.4534061,-104.6787226,-108.3293563,-101.8455136,-100.7381742,-103.9209791,-46.97498773,-44.45535341,-49.0115313,-44.06276412,-44.16131127,-47.20133354,-46.70851487,-46.10043436,-46.10043436,-46.05821214,-48.6678436,-48.11220533,-36.19164802,-32.19816275,-37.11360169,-32.50016817,-30.79241466,-32.78393875
377.3777778,-98.68686542,-97.31632612,-101.8224047,-103.1813996,-100.8963893,-100.1482758,-99.24432077,-100.5577581,-97.43861778,-99.27271378,-102.4226424,-100.3673304,-106.8870025,-103.9352439,-107.8368351,-104.8284062,-108.3506075,-101.5044519,-100.8313263,-103.3348004,-47.09513707,-44.83467654,-48.73607739,-43.98141701,-44.23156428,-47.81600087,-47.29331072,-46.69161651,-46.69161651,-46.62321479,-49.16271026,-48.09115106,-36.40097048,-32.48187352,-37.12746718,-32.94119446,-31.4181361,-33.46903692
377.6888889,-98.84799704,-97.8751155,-102.609686,-103.703809,-101.5534137,-100.9478436,-100.3189634,-100.8353811,-98.30443048,-99.99018625,-102.7793413,-100.7744986,-108.1825694,-104.4303968,-108.4541115,-105.6028171,-108.8513149,-101.8698608,-101.566567,-103.1212364,-47.22188198,-45.32920367,-48.68818981,-44.13388603,-44.45799452,-48.44908786,-47.93936186,-47.38190054,-47.38190054,-47.27250639,-49.55822586,-48.15676077,-36.88749772,-33.04076857,-37.28554686,-33.38217214,-32.16055492,-34.17011462
378,-99.64432342,-98.86264407,-103.7966608,-104.7311081,-102.4284668,-102.3125791,-101.8521943,-101.6045198,-99.57788167,-101.1638146,-103.4272859,-101.5587898,-109.6806833,-105.3575101,-109.2805936,-106.9108744,-109.8219581,-102.9354342,-102.8814051,-103.3057211,-47.31695151,-45.88219953,-48.87539065,-44.48315593,-44.81225501,-49.00923149,-48.56381492,-48.09859209,-48.09859209,-47.91076252,-49.81092514,-48.32736771,-37.60697031,-33.78869241,-37.52839615,-33.79061214,-32.96665582,-34.77350928
378.3111111,-100.9890007,-100.1911142,-105.2369982,-106.1612616,-103.4243129,-104.0934359,-103.6772521,-102.7516509,-101.1567008,-102.6405182,-104.3038403,-102.6692394,-111.1856278,-106.5938286,-110.2531249,-108.5656053,-111.1696812,-104.5910105,-104.6400692,-103.8690339,-47.34064723,-46.42420177,-49.2610006,-44.95455536,-45.24857418,-49.4146932,-49.09571277,-48.75821672,-48.75821672,-48.46459907,-49.90986454,-48.60344782,-38.48104016,-34.6264496,-37.77043002,-34.13989961,-33.77657504,-35.18961687
378.6222222,-102.701007,-101.7268338,-106.7442807,-107.838131,-104.4511612,-106.1020166,-105.5803095,-104.1115044,-102.9002608,-104.2254257,-105.2954738,-104.0227843,-112.5039222,-107.9729582,-111.2838811,-110.3211771,-112.7377838,-106.640462,-106.6568209,-104.7524036,-47.2629319,-46.88650223,-49.77464649,-45.45446721,-45.71119934,-49.61034811,-49.48841704,-49.2832847,-49.2832847,-48.89785085,-49.8762869,-48.96606696,-39.41360254,-35.46524452,-37.92157691,-34.41313347,-34.53466197,-35.37120502
378.9333333,-104.5470671,-103.3145106,-108.1265594,-109.5852661,-105.4413636,-108.1447366,-107.3405467,-105.5041654,-104.6550624,-105.7180678,-106.2613103,-105.5209918,-113.4844897,-109.3229106,-112.2823218,-111.925594,-114.3392931,-108.8372455,-108.727882,-105.8690729,-47.07397003,-47.21695681,-50.33005156,-45.89369814,-46.1458893,-49.58036947,-49.72643769,-49.62094062,-49.62094062,-49.21731515,-49.75736599,-49.38154533,-40.30971147,-36.24481444,-37.91191044,-34.60559831,-35.20020818,-35.32452588
379.2444444,-106.2928108,-104.8058079,-109.2222139,-111.2418092,-106.3574135,-110.0535807,-108.7722595,-106.7745459,-106.2816838,-106.9489375,-107.0645757,-107.0665365,-114.0484408,-110.5048475,-113.1786512,-113.1758985,-115.7957671,-110.9294558,-110.664763,-107.1189107,-46.79065114,-47.39404275,-50.84553684,-46.20932481,-46.51252544,-49.35327322,-49.82534239,-49.7584072,-49.7584072,-49.46741602,-49.6154638,-49.81095088,-41.09259977,-36.94196012,-37.71273787,-34.7251003,-35.75455648,-35.11025867
379.5555556,-107.7495249,-106.0846964,-109.9287473,-112.6912581,-107.1915108,-111.706423,-109.7585013,-107.8235797,-107.6760626,-107.8081212,-107.6031834,-108.5751917,-114.2009034,-111.4417585,-113.9413771,-113.9615507,-116.9713571,-112.7040424,-112.3216394,-108.4023136,-46.45644714,-47.43495314,-51.26206723,-46.37914497,-46.79509318,-48.9974535,-49.82507265,-49.73024005,-49.73024005,-49.71496267,-49.51488479,-50.22131927,-41.71500459,-37.56797629,-37.34815494,-34.7897481,-36.20221308,-34.8331665
379.8666667,-108.8049137,-107.0834192,-110.2178267,-113.8761041,-107.9572139,-113.0333332,-110.2679482,-108.6229781,-108.7798502,-108.2597114,-107.8310082,-109.9807783,-114.02214,-112.129048,-114.5831079,-114.2845617,-117.7938973,-114.0203822,-113.6112475,-109.63043,-46.1337213,-47.39468042,-51.55443195,-46.42482888,-47.00567535,-48.60746136,-49.77853404,-49.61411353,-49.61411353,-50.02771961,-49.50836446,-50.5947851,-42.16260506,-38.15654145,-36.8933264,-34.82336219,-36.56535338,-34.62171466
380.1777778,-109.4315176,-107.7859654,-110.1333687,-114.7955884,-108.675867,-114.0096443,-110.3512111,-109.2102001,-109.5780934,-108.3393505,-107.764255,-111.2329296,-113.6408077,-112.6242397,-115.1522235,-114.2511725,-118.2587869,-114.8264263,-114.5070013,-110.7303383,-45.8898357,-47.3552606,-51.73304238,-46.40296898,-47.18066255,-48.2835692,-49.73837083,-49.51480047,-49.51480047,-50.45221586,-49.62552874,-50.93237243,-42.4494644,-38.74611101,-36.45917394,-34.84939519,-36.87320033,-34.60125903
380.4888889,-109.6731953,-108.2197722,-109.7738228,-115.4887203,-109.3619324,-114.6404509,-110.1183865,-109.6659857,-110.0864987,-108.136546,-107.4718027,-112.289943,-113.1970412,-113.0191848,-115.7124816,-114.0376408,-118.4164372,-115.1552631,-115.0327009,-111.6456486,-45.78042952,-47.40703903,-51.83634596,-46.38659461,-47.36968433,-48.10902866,-49.74513163,-49.53939596,-49.53939596,-50.99661382,-49.8653306,-51.250883,-42.60737525,-39.36212584,-36.16683202,-34.88481157,-37.14949205,-34.86618926
380.8,-109.6162884,-108.4396889,-109.2638295,-116.0088433,-110.0116365,-114.9433967,-109.7046295,-110.0816939,-110.3337198,-107.7671685,-107.0530833,-113.1106332,-112.8056952,-113.4034226,-116.3165906,-113.8397814,-118.3485532,-115.1048384,-115.2442474,-112.3344474,-45.83440852,-47.62620103,-51.91630947,-46.44239357,-47.62008067,-48.13032741,-49.81953044,-49.76966066,-49.76966066,-51.62336624,-50.19399765,-51.57361211,-42.67241855,-40.00411637,-36.1181373,-34.93558603,-37.40205217,-35.45709257
381.1111111,-109.3559344,-108.5099942,-108.7230106,-116.3981807,-110.5983457,-114.9364397,-109.2335118,-110.5263537,-110.3454174,-107.3437793,-106.6104963,-113.6494481,-112.5298154,-113.8300365,-116.9820238,-113.8202289,-118.1411788,-114.8074286,-115.2093534,-112.7671081,-46.04506826,-48.05415714,-52.02116683,-46.61008667,-47.96130491,-48.34535526,-49.96035859,-50.23871008,-50.23871008,-52.25402862,-50.54928643,-51.91777257,-42.67252474,-40.64118832,-36.36969973,-34.9952045,-37.61802237,-36.3483067
381.4222222,-108.96842,-108.4899912,-108.2400715,-116.6703537,-111.0761181,-114.6348409,-108.7880817,-111.0230449,-110.1358409,-106.9515331,-106.2245392,-113.8580111,-112.3712932,-114.2946206,-117.6770774,-114.0677021,-117.8625697,-114.3972974,-114.990976,-112.9260788,-46.37031488,-48.68422669,-52.18020306,-46.88977751,-48.39392316,-48.70270376,-50.14812006,-50.91863007,-50.91863007,-52.78552688,-50.85084562,-52.2828016,-42.61929619,-41.21692304,-36.91735643,-35.0468132,-37.76669309,-37.44920402
381.7333333,-108.4975221,-108.4266371,-107.8585726,-116.8060205,-111.3904924,-114.0577588,-108.3968953,-111.5411453,-109.7097119,-106.635399,-105.9384762,-113.6940148,-112.2806181,-114.7339858,-118.3223782,-114.5787971,-117.5516607,-113.9844416,-114.638301,-112.8085245,-46.74250466,-49.45939536,-52.3946344,-47.24081934,-48.88669928,-49.11270767,-50.35303301,-51.72301258,-51.72301258,-53.11418552,-51.01533337,-52.64370787,-42.50600635,-41.66212636,-37.6951945,-35.0686436,-37.80953985,-38.61959103
382.0444444,-107.9575212,-108.3546231,-107.5771994,-116.7624497,-111.4934884,-113.2408682,-108.0376894,-112.0060924,-109.0732529,-106.4009381,-105.7559893,-113.1356857,-112.1821279,-115.0451814,-118.8084897,-115.2661582,-117.2190253,-113.6397761,-114.1862714,-112.4311064,-47.08567546,-50.28215011,-52.63686921,-47.59245803,-49.38294437,-49.46793064,-50.54502138,-52.52452784,-52.52452784,-53.16169188,-50.97380838,-52.95224609,-42.31193355,-41.91182867,-38.58954383,-35.04134369,-37.71474434,-39.69638941
382.3555556,-107.3497599,-108.3014402,-107.3631697,-116.493377,-111.3585914,-112.2487331,-107.6562241,-112.323109,-108.2496399,-106.2269152,-105.651012,-112.197701,-112.0067653,-115.1191326,-119.0253021,-115.9892798,-116.8580824,-113.3934019,-113.6618026,-111.8348074,-47.33569718,-51.0342715,-52.85810658,-47.86317334,-49.81455711,-49.66836243,-50.70295219,-53.18354955,-53.18354955,-52.89649514,-50.68809036,-53.14637444,-42.01149807,-41.92198937,-39.46442626,-34.95518974,-37.47188822,-40.52606803
382.6666667,-106.6851039,-108.2932675,-107.1737589,-115.9722631,-110.9915157,-111.1802024,-107.1936316,-112.4073754,-107.2922043,-106.0847246,-105.5852018,-110.9432345,-111.7223288,-114.8786153,-118.8950355,-116.597925,-116.4612062,-113.2438736,-113.0928562,-111.0870797,-47.45781801,-51.60185791,-53.00198854,-47.98321017,-50.11983918,-49.64529891,-50.82071833,-53.58070957,-53.58070957,-52.34513184,-50.1625411,-53.16586398,-41.58548551,-41.68167774,-40.1919846,-34.81506977,-37.10217619,-40.99581041
382.9777778,-106.002857,-108.3575759,-106.9788321,-115.2110543,-110.4337297,-110.1621036,-106.6135578,-112.2115045,-106.289074,-105.9579128,-105.5264439,-109.4871851,-111.3520942,-114.3088239,-118.3991584,-116.9749973,-116.0342734,-113.1736764,-112.5159884,-110.2789477,-47.45658961,-51.89949698,-53.02046713,-47.91396059,-50.25998069,-49.37810246,-50.90870063,-53.64501326,-53.64501326,-51.59040117,-49.44824389,-52.9698867,-41.03122457,-41.21790808,-40.68021938,-34.64168145,-36.66062219,-41.05653579
383.2888889,-105.3780777,-108.5200712,-106.7773067,-114.2680096,-109.7577094,-109.3303837,-105.9209521,-111.7422943,-105.3555703,-105.8553996,-105.4619674,-107.9875787,-110.9761849,-113.4708989,-117.5908746,-117.066521,-115.6042586,-113.1650918,-111.9789238,-109.5159883,-47.37512896,-51.88776151,-52.88756792,-47.65884443,-50.22945958,-48.89976774,-50.9903989,-53.37019988,-53.37019988,-50.75656221,-48.63787117,-52.55155353,-40.36899269,-40.59233521,-40.89124012,-34.46843168,-36.22882796,-40.732654
383.6,-104.9133308,-108.7963172,-106.6025459,-113.2416076,-109.0550556,-108.8023534,-105.1672473,-111.06214,-104.6147489,-105.8141868,-105.4019393,-106.6251664,-110.7151124,-112.4938179,-116.5887287,-116.8907778,-115.2172992,-113.2113958,-111.536714,-108.9039439,-47.28358834,-51.5799998,-52.60741278,-47.2628281,-50.05739169,-48.29001058,-51.09526444,-52.81512047,-52.81512047,-49.98493865,-47.85142729,-51.94498968,-39.6429772,-39.89106236,-40.84591298,-34.33475297,-35.89965857,-40.11641796
383.9111111,-104.716321,-109.1810449,-106.5151506,-112.2518809,-108.4203628,-108.6473386,-104.4409104,-110.2750955,-104.17066,-105.8906985,-105.3729454,-105.5745291,-110.7000216,-111.5464916,-115.5522376,-116.5252054,-114.9281591,-113.3204775,-111.2424013,-108.5315327,-47.2597372,-51.03719593,-52.21447954,-46.80097088,-49.79955281,-47.65771897,-51.24968319,-52.08817122,-52.08817122,-49.4056493,-47.21513353,-51.2224611,-38.91650517,-39.21032476,-40.61447396,-34.277588,-35.75747957,-39.34822382
384.2222222,-104.8698304,-109.6397378,-106.5854217,-111.4144004,-107.9346063,-108.8645699,-103.8466152,-109.501979,-104.0818237,-106.1434142,-105.4043431,-104.9726311,-111.0378872,-110.7977763,-114.6456913,-116.0763384,-114.7850241,-113.5107263,-111.1350365,-108.4542266,-47.36683759,-50.35269971,-51.7661566,-46.35944259,-49.52353791,-47.11722112,-51.46844031,-51.32005909,-51.32005909,-49.11202957,-46.83747899,-50.48174956,-38.26260358,-38.64143614,-40.29632782,-34.32331261,-35.85896072,-38.58735237
384.5333333,-105.4033432,-110.1069528,-106.8707958,-110.8143596,-107.6516693,-109.3759268,-103.4793459,-108.851844,-104.3430468,-106.6121039,-105.5128955,-104.8919488,-111.781197,-110.3756566,-113.9998336,-115.6428842,-114.8150828,-113.8015295,-111.2287991,-108.6829689,-47.63485037,-49.63104446,-51.32963161,-46.01444177,-49.29147968,-46.76423884,-51.74878341,-50.63219784,-50.63219784,-49.14347647,-46.78741287,-49.82664064,-37.75194733,-38.25806312,-39.99486006,-34.48220875,-36.21937792,-37.97969163
384.8444444,-106.2757271,-110.4939655,-107.3949715,-110.4881561,-107.5906117,-110.0374415,-103.4007949,-108.3978094,-104.8817739,-107.300025,-105.6916032,-105.3246692,-112.9102394,-110.3370272,-113.6819447,-115.283611,-115.0159326,-114.2022502,-111.506634,-109.1808874,-48.0501806,-48.96625899,-50.96652477,-45.81482181,-49.14532678,-46.65724631,-52.06849034,-50.10900744,-50.10900744,-49.48020296,-47.07948916,-49.34527929,-37.4407104,-38.10784295,-39.79397577,-34.74681803,-36.80789089,-37.6294673
385.1555556,-107.375372,-110.7053192,-108.1348852,-110.4175867,-107.7347694,-110.6682961,-103.6242994,-108.1635907,-105.571196,-108.1646263,-105.9071072,-106.1820957,-114.3324917,-110.6563096,-113.6826142,-114.9997481,-115.3557266,-114.7037577,-111.9204328,-109.8692654,-48.55687992,-48.42479261,-50.71911756,-45.77295101,-49.09873283,-46.80832298,-52.38835163,-49.78109042,-49.78109042,-50.0503738,-47.6694558,-49.09174198,-37.36072245,-38.20899018,-39.74208759,-35.09436072,-37.5528882,-37.58086784
385.4666667,-108.5391707,-110.6607243,-109.0194049,-110.5380333,-108.0372315,-111.0909537,-104.1117887,-108.1237129,-106.2575333,-109.1199179,-106.107031,-107.3099228,-115.8988947,-111.2356116,-113.9228525,-114.7368132,-115.7819286,-115.2755263,-112.3978862,-110.6418366,-49.06911664,-48.03658546,-50.60147745,-45.86582313,-49.13746262,-47.18496667,-52.65846301,-49.62311355,-49.62311355,-50.74714386,-48.46157179,-49.0753366,-37.51375347,-38.55129839,-39.84678883,-35.49226465,-38.35588555,-37.81302281
385.7777778,-109.5861905,-110.3165912,-109.9403057,-110.7579698,-108.431075,-111.1725825,-104.7827176,-108.2163887,-106.7947414,-110.0504256,-106.2351729,-108.5163291,-117.4323916,-111.9329698,-114.2794601,-114.4047373,-116.2356363,-115.8694352,-112.8543348,-111.3844791,-49.49167594,-47.79546018,-50.59743553,-46.04547254,-49.22758369,-47.721473,-52.82693282,-49.56617279,-49.56617279,-51.45100832,-49.32634794,-49.26014072,-37.87088778,-39.10017904,-40.08026231,-35.90507341,-39.11039278,-38.24871104
