W.Length,Tumor beforePDT 1,Tumor beforePDT 1,Tumor beforePDT 1,Tumor beforePDT 1,Tumor beforePDT 1,Tumor beforePDT 1,Tumor beforePDT 1,Tumor beforePDT 1,Tumor beforePDT 2,Tumor beforePDT 2,Tumor beforePDT 2,Tumor beforePDT 2,Tumor edge beforePDT,Tumor edge beforePDT,Tumor edge beforePDT,Tumor edge beforePDT,Tumor edge beforePDT,doctor's hand (norm),doctor's hand (norm),doctor's hand (norm),TumorAFTER PDT,TumorAFTER PDT,TumorAFTER PDT,TumorAFTER PDT,TumorAFTER PDT,TumorAFTER PDT,TumorAFTER PDT,TumorAFTER PDT,TumorAFTER PDT,TumorAFTER PDT,TumorAFTER PDT,TumorAFTER PDT,Tumor edge AFTER PDT,Tumor edge AFTER PDT,Tumor edge AFTER PDT,doctor's hand (norm),doctor's hand (norm),doctor's hand (norm)
326.0444444,-129.3785063,-127.1564477,-125.0934876,-127.9984853,-130.5632469,-125.1032082,-125.3674071,-129.498922,-130.053469,-134.156534,-133.4190344,-145.0645316,-142.9695302,-140.2617032,-137.4148865,-142.6243784,-143.9372116,-142.8654166,-145.3061205,-154.0417261,-53.18242053,-52.77431844,-54.31738209,-50.35935495,-51.16539681,-53.22821884,-54.86160234,-54.9927446,-54.9927446,-52.60625735,-52.20105828,-56.0089781,-53.4420215,-53.4532499,-51.10629009,-49.8585691,-51.72565159,-55.96110964
326.3555556,-124.4122157,-123.4980915,-121.169451,-123.7425089,-126.7033467,-120.5025155,-122.044173,-125.1870648,-124.3094836,-127.3924025,-128.0594092,-137.2908807,-136.2608047,-133.8057288,-132.0181587,-136.8493101,-137.5822744,-135.1657696,-138.2722976,-146.0513136,-53.48446333,-53.04070421,-54.48924767,-50.50207758,-51.2572003,-53.46372067,-54.9236452,-54.95441751,-54.95441751,-52.7094589,-52.7010341,-56.0143999,-53.03614604,-52.73889906,-50.66580486,-48.62056814,-51.13989391,-55.53909617
326.6666667,-121.0603893,-121.4305937,-118.8435525,-121.0841573,-124.3177022,-117.580703,-120.1743095,-122.5038969,-120.1647494,-122.5102448,-124.3549383,-131.0965621,-131.1047383,-128.9903326,-128.2554084,-132.7067188,-132.6434477,-129.0460866,-132.8915199,-139.4501542,-53.74532324,-53.1823954,-54.52944263,-50.54915379,-51.19141701,-53.60376286,-54.88640172,-54.66791066,-54.66791066,-52.70209003,-53.13740025,-55.78993465,-52.61050859,-51.96476055,-50.22673654,-47.37601971,-50.44512281,-55.02239398
326.9777778,-118.9491713,-120.4583902,-117.6956522,-119.6391618,-122.9865131,-115.9311524,-119.3025991,-121.0073412,-117.3283556,-119.3274756,-121.9946861,-126.4427906,-127.4061472,-125.6675704,-125.8179811,-129.9432209,-128.9749434,-124.4686099,-129.048774,-134.2649718,-53.81555167,-53.05924188,-54.30885031,-50.35822211,-50.89808227,-53.50920159,-54.61630049,-54.03982378,-54.03982378,-52.491384,-53.31848143,-55.26110658,-52.06410693,-51.06649337,-49.70350385,-46.07530996,-49.53074382,-54.28857773
327.2888889,-117.6384968,-120.040638,-117.2611509,-118.9738388,-122.2408542,-115.0824882,-118.9700085,-120.1943252,-115.4318328,-117.4953756,-120.5640203,-123.1064246,-124.9461933,-123.5592615,-124.2875461,-128.1718378,-126.3337836,-121.2404432,-126.4665056,-130.3484552,-53.60891142,-52.61482665,-53.78079849,-49.87408019,-50.37901389,-53.13059601,-54.05807983,-53.07057103,-53.07057103,-52.07534805,-53.14374993,-54.44468193,-51.35412609,-50.04190141,-49.07144492,-44.72030563,-48.35877316,-53.27626966
327.6,-116.7262771,-119.7056652,-117.1307384,-118.7008482,-121.6620623,-114.60401,-118.8104025,-119.6187072,-114.1262989,-116.5972335,-119.6457814,-120.7606256,-123.4561417,-122.3416738,-123.243001,-126.9750283,-124.4561758,-119.085706,-124.7934617,-127.4501616,-53.12368176,-51.89440507,-52.99538249,-49.14558895,-49.7072534,-52.522591,-53.2538394,-51.86053363,-51.86053363,-51.54536782,-52.62999941,-53.44773591,-50.51734503,-48.96199711,-48.38051053,-43.38273312,-46.98118347,-52.01096816
327.9111111,-115.9222912,-119.130389,-117.0182772,-118.5426687,-120.9533632,-114.1814644,-118.6055856,-118.9757043,-113.1530953,-116.2399045,-118.9019903,-119.0601264,-122.6776357,-121.7166448,-122.3482052,-125.9930364,-123.1167501,-117.7139769,-123.6883452,-125.2918435,-52.43283943,-51.02677952,-52.0788203,-48.30509224,-48.99990386,-51.81957181,-52.3267024,-50.58090241,-50.58090241,-51.05305905,-51.89666612,-52.43324296,-49.65814962,-47.94978671,-47.73573344,-42.18814832,-45.52202584,-50.59534555
328.2222222,-115.0781359,-118.1710657,-116.785335,-118.352065,-119.9717945,-113.6497477,-118.2901868,-118.1361868,-112.3737396,-116.1187559,-118.1199371,-117.7114357,-122.3965175,-121.4539575,-121.4021678,-124.9789424,-122.158395,-116.8695861,-122.8795348,-123.6284426,-51.6511114,-50.17964047,-51.18839611,-47.52083072,-48.37640644,-51.18425915,-51.43830201,-49.42151646,-49.42151646,-50.755261,-51.11956237,-51.56637775,-48.91091271,-47.13733077,-47.25433264,-41.27392208,-44.1343215,-49.17163581
328.5333333,-114.1737686,-116.846454,-116.4241241,-118.0926391,-118.7202946,-112.9825853,-117.9131231,-117.1298141,-111.7585158,-116.0461436,-117.2184148,-116.5155133,-122.4482189,-121.4011667,-120.3458822,-123.8139277,-121.4914923,-116.3550675,-122.1920212,-122.283283,-50.89349883,-49.5055663,-50.46064472,-46.94072886,-47.91845152,-50.74905783,-50.73697129,-48.53477534,-48.53477534,-50.75771941,-50.47135363,-50.9614763,-48.39248861,-46.61865983,-47.01698311,-40.73873681,-42.94953938,-47.87272677
328.8444444,-113.2732546,-115.2867966,-116.0114853,-117.7936677,-117.3097075,-112.250656,-117.5739895,-116.0899801,-111.344956,-115.9446514,-116.2210689,-115.3793618,-122.7025677,-121.4676792,-119.2323707,-122.488217,-121.0710187,-116.0310231,-121.5432177,-121.1550329,-50.2407224,-49.09714201,-49.97094831,-46.64705967,-47.64589052,-50.57086806,-50.31479842,-47.99455495,-47.99455495,-51.07725305,-50.0693279,-50.64813815,-48.16236741,-46.41631334,-47.03179774,-40.60325402,-42.03835317,-46.78085225
329.1555556,-112.4690321,-113.6687541,-115.6522745,-117.4987959,-115.9059756,-111.5660361,-117.3576644,-115.1821285,-111.1845406,-115.8151965,-115.2112809,-114.3010072,-123.041487,-121.5965512,-118.1752379,-121.0615243,-120.865427,-115.8010848,-120.9173443,-120.2020576,-49.72254771,-48.96481534,-49.71714519,-46.63613388,-47.51632511,-50.61404309,-50.18687191,-47.7826487,-47.7826487,-51.63482929,-49.94640091,-50.56729313,-48.20374531,-46.47316933,-47.22413171,-40.79670345,-41.39568209,-45.90825336
329.4666667,-111.8339907,-112.1564077,-115.430137,-117.2268322,-114.678196,-111.031115,-117.2878963,-114.5383542,-111.2966609,-115.6946815,-114.2851326,-113.3375945,-123.3431914,-121.7386063,-117.2941681,-119.6196611,-120.8313035,-115.5930652,-120.3317514,-119.414813,-49.32225487,-49.04237816,-49.63051534,-46.82766533,-47.44717069,-50.76576326,-50.29730309,-47.80522335,-47.80522335,-52.28089239,-50.05206824,-50.5972246,-48.43047614,-46.67148639,-47.45573893,-41.17436828,-40.95331649,-45.20504668
